training/training	SRR5891912	SRR5892053	SRR10741173	SRR5891909	SRR5891915	SRR5891916	SRR8835143	SRR5891950	SRR5891951	SRR5892016	SRR5892018	SRR5892021	SRR14617990	SRR14618001	SRR14618012	SRR14618021	SRR14618023	SRR14618024	SRR14618026	SRR14618038	SRR14618039	SRR14618054	SRR14618074	SRR14618085	SRR14618087	SRR14618090	SRR14618101	SRR5891914	SRR14617991	SRR14618014	SRR14618016	SRR14618017	SRR14618019	SRR14618070	SRR14618071	SRR14618072	SRR14618073	SRR14618075	SRR14618079	SRR14618081	SRR14618082	SRR14618084	SRR14618086	SRR5891799	SRR5891805	SRR5891903	SRR5891920	SRR8835167	SRR5891873	SRR5891700	SRR5891755	SRR14617982	SRR14617985	SRR14617986	SRR14618040	SRR14618041	SRR14618042	SRR14618044	SRR14618046	SRR14618047	SRR14618057	SRR14618110	SRR14618111	SRR5891919	SRR10741171	SRR10741172	SRR11078313	SRR14617983	SRR14617999	SRR14618011	SRR14618015	SRR14618030	SRR14618045	SRR14618049	SRR14618050	SRR14618053	SRR14618055	SRR14618056	SRR14618059	SRR14618064	SRR14618065	SRR14618107	SRR7662554	SRR7662556	SRR8699312	SRR11078309	SRR11078312	SRR5891798	SRR5891917	SRR5892051	SRR7662543	SRR7662555	SRR7662546	SRR7662555	SRR14618103	SRR14618104	SRR14618105	SRR14618108	SRR14617989	SRR14617996	SRR14617997	SRR14617998	SRR14618000	SRR14618003	SRR14618005	SRR14618006	SRR14618008	SRR14618009	SRR14618010	SRR14618061	SRR14618062	SRR14618066	SRR14618067	SRR14618068	SRR14618031	SRR14618032	SRR14618033	SRR14618034	SRR14618088	SRR14618089	SRR14618091	SRR14618092	SRR14618094	SRR14618095	SRR14618096	SRR14618097	SRR14618099	SRR14618100	SRR5891622	SRR5627788	SRR10741175	SRR5891650	SRR5891651	SRR5891652	SRR5891653	SRR6156375	SRR8699314	CRR493609	CRR493665	CRR493772	CRR493807	CRR493832	CRR494031	CRR494310	CRR494509	CRR494572	CRR494592	CRR494800	CRR494802	CRR495014	CRR495154	CRR495378	CRR495613	CRR495796	CRR495808	CRR495837	CRR495860	CRR495895	CRR495935	CRR495956	CRR495997	CRR496640	CRR496656	CRR496761	CRR496770	CRR496966	CRR497178	CRR497209	CRR497295	CRR497321	CRR497336	CRR497525	CRR497853	CRR498142	CRR498226	CRR498282	CRR498575	CRR499508	SRR5891628	SRR5891801
SRR14618040	0.395973	0.367156	0.284226	0.312923	0.308296	0.284241	0.260889	0.302876	0.280211	0.306296	0.304391	0.321931	0.398236	0.395652	0.392798	0.397022	0.391633	0.394336	0.389968	0.392435	0.398522	0.391488	0.390172	0.390256	0.391502	0.393059	0.400008	0.316788	0.304274	0.302325	0.324893	0.31189	0.312668	0.319557	0.306152	0.307437	0.304434	0.302629	0.306257	0.300323	0.321567	0.303298	0.302516	0.308126	0.292961	0.320603	0.333462	0.303165	0.322107	0.292019	0.29058	0.542191	0.616339	0.63016	1	0.639466	0.535314	0.504903	0.507104	0.470252	0.532208	0.635289	0.639593	0.598403	0.285471	0.287937	0.248925	0.433227	0.290783	0.276303	0.309315	0.345065	0.470788	0.564054	0.496196	0.423495	0.425858	0.44552	0.246003	0.286122	0.290287	0.290944	0.27863	0.283022	0.302207	0.297975	0.28512	0.304704	0.3257	0.296251	0.286719	0.287924	0.268488	0.287924	0.327972	0.327958	0.333919	0.332298	0.300714	0.299729	0.296171	0.297151	0.302963	0.295859	0.296385	0.294831	0.296199	0.290047	0.300931	0.296075	0.296224	0.299813	0.298982	0.301853	0.377856	0.378746	0.373153	0.375566	0.384914	0.370092	0.374596	0.375477	0.387741	0.374525	0.378233	0.384251	0.388936	0.37345	0.313866	0.169592	0.363235	0.32743	0.365066	0.354035	0.312519	0.359235	0.295059	0.305135	0.308136	0.265996	0.304001	0.307466	0.306336	0.304255	0.300009	0.310506	0.30548	0.307742	0.307567	0.278774	0.267781	0.304524	0.304873	0.305856	0.305494	0.307033	0.307736	0.307096	0.302171	0.305287	0.306931	0.302791	0.309397	0.3038	0.305139	0.324907	0.307088	0.298213	0.319822	0.311969	0.316318	0.311648	0.307538	0.305084	0.30785	0.309656	0.304341	0.301216	0.310594	0.268134
SRR14618041	0.401501	0.372555	0.286458	0.318305	0.313078	0.288273	0.264531	0.308804	0.285062	0.311553	0.309573	0.328111	0.406186	0.40236	0.398628	0.403868	0.397473	0.401259	0.39523	0.397368	0.406368	0.397201	0.39591	0.396559	0.397633	0.398171	0.406406	0.323174	0.308927	0.306243	0.329665	0.316825	0.317579	0.32481	0.310435	0.312152	0.30868	0.307087	0.310559	0.304414	0.327257	0.309284	0.307236	0.311515	0.297327	0.325194	0.338017	0.307744	0.328142	0.297185	0.295465	0.547156	0.617497	0.626149	0.639466	1	0.539216	0.505576	0.514741	0.475863	0.539833	0.636872	0.634585	0.600285	0.289291	0.291725	0.251675	0.426828	0.29574	0.278756	0.313511	0.34877	0.472519	0.567426	0.50485	0.426021	0.428946	0.447884	0.248531	0.289541	0.293429	0.295963	0.282716	0.286855	0.307412	0.303013	0.289792	0.310784	0.330084	0.300998	0.290583	0.291559	0.272375	0.291559	0.332725	0.332848	0.339176	0.337318	0.304871	0.305184	0.301736	0.302805	0.308893	0.301114	0.301897	0.300222	0.301613	0.294778	0.306892	0.301347	0.301786	0.305155	0.304521	0.307076	0.383136	0.383764	0.379037	0.380797	0.390494	0.375404	0.381078	0.381044	0.393467	0.380478	0.383165	0.390421	0.395351	0.378751	0.31979	0.172714	0.368198	0.332391	0.370397	0.358394	0.316619	0.363497	0.300237	0.31095	0.314228	0.272033	0.309811	0.313485	0.312533	0.310414	0.305635	0.316317	0.311009	0.313696	0.313532	0.283629	0.271058	0.310439	0.310765	0.312241	0.311486	0.313056	0.313643	0.313469	0.308235	0.311184	0.313115	0.308691	0.315383	0.309646	0.310937	0.331768	0.313084	0.304232	0.32607	0.318049	0.322692	0.317815	0.31369	0.31124	0.31415	0.315172	0.310044	0.306927	0.316912	0.270603
SRR14618042	0.417311	0.383422	0.289574	0.322943	0.315212	0.289673	0.26613	0.311137	0.286802	0.31355	0.311927	0.329972	0.419819	0.416098	0.413853	0.418667	0.41011	0.413942	0.408942	0.411751	0.421811	0.409584	0.408967	0.410963	0.410794	0.412469	0.421073	0.325839	0.310376	0.307982	0.332027	0.318766	0.319668	0.327992	0.312664	0.313759	0.310688	0.308476	0.312224	0.306509	0.330402	0.31245	0.308425	0.316551	0.299693	0.330718	0.345694	0.309834	0.330195	0.29912	0.297479	0.655891	0.543471	0.548644	0.535314	0.539216	1	0.59716	0.585321	0.537751	0.620983	0.541469	0.546569	0.53714	0.290121	0.294866	0.252465	0.435202	0.297197	0.281485	0.316275	0.356687	0.51284	0.622953	0.462192	0.456674	0.459863	0.484311	0.248904	0.292395	0.296925	0.298298	0.284517	0.2888	0.310437	0.305291	0.291197	0.313482	0.336505	0.302593	0.292084	0.293298	0.274006	0.293298	0.337379	0.337451	0.344224	0.341965	0.306514	0.306568	0.302718	0.303503	0.310303	0.302295	0.30264	0.300903	0.301955	0.295311	0.308326	0.302086	0.302513	0.306657	0.305758	0.30852	0.395306	0.39558	0.39026	0.391341	0.401879	0.386675	0.391754	0.39217	0.405166	0.391852	0.395932	0.403668	0.407064	0.390063	0.321754	0.173581	0.378462	0.339245	0.381686	0.368716	0.321847	0.374185	0.302398	0.312948	0.316786	0.275363	0.312147	0.315636	0.31466	0.312846	0.30735	0.319024	0.313463	0.316004	0.315833	0.285771	0.273574	0.312863	0.312825	0.314363	0.313541	0.315252	0.316216	0.315622	0.31064	0.3133	0.315432	0.310995	0.317952	0.311857	0.313018	0.334329	0.315574	0.306366	0.32807	0.320513	0.324951	0.319911	0.316027	0.313435	0.316608	0.317691	0.312466	0.309013	0.319429	0.274428
SRR14618044	0.417618	0.376469	0.288087	0.314301	0.308226	0.283875	0.261196	0.301654	0.279261	0.305071	0.303038	0.31993	0.416653	0.41593	0.413149	0.417144	0.411028	0.413614	0.409673	0.412185	0.415587	0.410525	0.409751	0.412436	0.41004	0.411913	0.419387	0.315612	0.303737	0.301475	0.323403	0.311049	0.3121	0.319453	0.306065	0.306658	0.304131	0.301973	0.305413	0.299749	0.321093	0.302654	0.301858	0.31173	0.293032	0.324865	0.341276	0.303169	0.320373	0.290701	0.289156	0.595356	0.514036	0.514288	0.504903	0.505576	0.59716	1	0.561421	0.512486	0.594411	0.510612	0.514414	0.502344	0.28401	0.290995	0.248681	0.4221	0.290831	0.277707	0.311672	0.35579	0.514245	0.570103	0.439823	0.460529	0.462406	0.485353	0.244838	0.287961	0.292646	0.293591	0.27827	0.282101	0.303349	0.296417	0.283751	0.303996	0.330608	0.295181	0.285403	0.28712	0.268646	0.28712	0.331542	0.331688	0.338055	0.33614	0.300007	0.29747	0.294235	0.295109	0.300841	0.293711	0.294069	0.292482	0.293431	0.288115	0.29922	0.293614	0.294053	0.297584	0.296716	0.299259	0.390531	0.389424	0.385058	0.386342	0.39605	0.381508	0.385615	0.386299	0.401832	0.38618	0.392793	0.397417	0.398798	0.385201	0.312331	0.168169	0.372564	0.330939	0.375721	0.363649	0.316366	0.369517	0.294252	0.303552	0.307091	0.264877	0.302734	0.306167	0.304765	0.303371	0.298264	0.30928	0.304184	0.306615	0.30644	0.278087	0.269553	0.303375	0.303591	0.304912	0.304279	0.305687	0.306585	0.306277	0.300971	0.303733	0.305998	0.301688	0.308139	0.302634	0.30374	0.323272	0.305893	0.297376	0.317603	0.310492	0.314331	0.310054	0.306202	0.303868	0.306867	0.308037	0.303254	0.300012	0.309683	0.271976
SRR14618046	0.408659	0.377136	0.283163	0.321326	0.311828	0.286725	0.262959	0.309623	0.284238	0.310912	0.309775	0.327738	0.414281	0.408284	0.404511	0.411137	0.402057	0.406125	0.399609	0.402632	0.417948	0.401179	0.400243	0.402198	0.402333	0.402795	0.414134	0.325058	0.306534	0.303788	0.328647	0.315258	0.316575	0.325163	0.308755	0.310424	0.306797	0.305085	0.308644	0.30277	0.328101	0.312641	0.30481	0.311171	0.296893	0.326335	0.339732	0.306268	0.328218	0.297126	0.294933	0.583026	0.518583	0.518148	0.507104	0.514741	0.585321	0.561421	1	0.602412	0.670067	0.510775	0.512908	0.505769	0.287092	0.290394	0.24907	0.403683	0.293543	0.27658	0.311895	0.349276	0.492229	0.572264	0.438766	0.446179	0.449951	0.475327	0.2453	0.287888	0.292078	0.293565	0.281705	0.285862	0.307251	0.303238	0.28915	0.31273	0.331967	0.300097	0.289053	0.29037	0.270968	0.29037	0.33209	0.332776	0.339998	0.338047	0.302981	0.30416	0.300266	0.300793	0.307865	0.299621	0.300117	0.298023	0.299229	0.292689	0.306191	0.299681	0.300135	0.304173	0.30326	0.306146	0.387231	0.388185	0.382542	0.384103	0.395685	0.37991	0.384961	0.385206	0.397713	0.384029	0.387848	0.397049	0.400579	0.382951	0.319996	0.173408	0.37121	0.335929	0.374925	0.362142	0.316668	0.367214	0.300778	0.311517	0.315457	0.278421	0.310826	0.314512	0.313197	0.311278	0.30569	0.317821	0.312022	0.314737	0.314543	0.284094	0.268997	0.311243	0.311512	0.313074	0.312201	0.313959	0.314637	0.31422	0.309139	0.31164	0.314176	0.309445	0.316839	0.310687	0.311649	0.333456	0.314323	0.304941	0.327045	0.319256	0.323849	0.318596	0.314765	0.31195	0.31537	0.31623	0.31113	0.307809	0.318034	0.268728
SRR14618047	0.378855	0.352391	0.264005	0.306616	0.293553	0.270122	0.248624	0.294698	0.269489	0.294292	0.294042	0.310354	0.386432	0.378095	0.374771	0.381219	0.371564	0.376067	0.369422	0.372437	0.393505	0.370781	0.368878	0.372269	0.372557	0.37226	0.384056	0.309206	0.288313	0.285804	0.31003	0.297339	0.298483	0.307163	0.290765	0.292112	0.288768	0.286597	0.290734	0.284713	0.311298	0.300286	0.28668	0.292342	0.280626	0.307812	0.317631	0.288728	0.311008	0.282023	0.279604	0.533841	0.477869	0.480827	0.470252	0.475863	0.537751	0.512486	0.602412	1	0.605595	0.471203	0.473761	0.468792	0.270477	0.272554	0.234143	0.373974	0.27633	0.259997	0.292453	0.325111	0.446096	0.528645	0.408791	0.407645	0.412113	0.43546	0.231142	0.270381	0.274401	0.27543	0.266695	0.27042	0.290439	0.287674	0.27384	0.298379	0.31298	0.28362	0.272918	0.274067	0.256089	0.274067	0.310838	0.311715	0.318912	0.316264	0.284976	0.288159	0.283958	0.284759	0.291809	0.283391	0.283672	0.281579	0.282744	0.27632	0.290328	0.283211	0.283568	0.287856	0.287123	0.289711	0.360149	0.361214	0.356164	0.357396	0.369138	0.353361	0.358321	0.359105	0.370683	0.357009	0.360639	0.371156	0.374527	0.356888	0.30352	0.167067	0.345415	0.318174	0.350534	0.337822	0.297408	0.342072	0.285851	0.295642	0.300105	0.273394	0.295469	0.299112	0.297846	0.295734	0.289942	0.302591	0.296808	0.29912	0.298955	0.270156	0.253176	0.295846	0.296098	0.297811	0.296608	0.298437	0.299025	0.298649	0.293566	0.295866	0.298643	0.294216	0.301391	0.295276	0.296043	0.317706	0.29872	0.289708	0.310799	0.303442	0.307938	0.302738	0.299252	0.296705	0.299753	0.300334	0.295624	0.292529	0.302355	0.251834
SRR14618057	0.42057	0.387773	0.290925	0.324703	0.318816	0.292487	0.266963	0.313599	0.288768	0.316403	0.314386	0.333611	0.425215	0.421451	0.417516	0.423364	0.41632	0.419337	0.41333	0.41594	0.425535	0.414084	0.413596	0.416082	0.415916	0.416212	0.426603	0.329002	0.313529	0.311399	0.336403	0.32254	0.323271	0.331225	0.316051	0.317596	0.313835	0.312495	0.316095	0.309811	0.333557	0.315227	0.311932	0.31713	0.301843	0.331582	0.348774	0.312897	0.33387	0.301775	0.300139	0.619773	0.543829	0.543932	0.532208	0.539833	0.620983	0.594411	0.670067	0.605595	1	0.535384	0.537315	0.526391	0.293338	0.295604	0.25407	0.421945	0.300838	0.283785	0.319641	0.35887	0.511734	0.608437	0.455929	0.461531	0.464709	0.494824	0.250717	0.294663	0.29941	0.30131	0.286554	0.291066	0.312337	0.308966	0.294445	0.315608	0.338436	0.305633	0.294803	0.296018	0.275495	0.296018	0.341253	0.341264	0.348246	0.346218	0.310079	0.310465	0.306763	0.307474	0.31429	0.306294	0.306805	0.304955	0.306272	0.299525	0.312074	0.306524	0.306985	0.31051	0.309593	0.312796	0.401154	0.4009	0.395382	0.397675	0.409524	0.392183	0.397451	0.3978	0.410701	0.397317	0.40097	0.408458	0.414596	0.39632	0.325367	0.175429	0.383978	0.340677	0.384692	0.372469	0.322868	0.378459	0.304897	0.315799	0.319311	0.277218	0.314732	0.318544	0.317303	0.315549	0.310445	0.321655	0.31617	0.319215	0.319016	0.28759	0.274029	0.315422	0.315572	0.317037	0.316703	0.31827	0.318914	0.31856	0.3132	0.316119	0.318305	0.313726	0.320878	0.314637	0.316071	0.337422	0.318088	0.308854	0.331581	0.323765	0.328327	0.323452	0.318766	0.316282	0.319418	0.320908	0.315327	0.31187	0.322028	0.27505
SRR14618110	0.398069	0.367324	0.284684	0.31147	0.307725	0.283266	0.259956	0.301494	0.27907	0.305111	0.302788	0.320516	0.399689	0.397213	0.395225	0.398901	0.39365	0.39665	0.392862	0.393622	0.398497	0.392866	0.391559	0.393084	0.392491	0.394681	0.401006	0.315091	0.303027	0.301161	0.323693	0.310948	0.311546	0.318174	0.304933	0.306678	0.30362	0.301972	0.304946	0.299363	0.320157	0.301724	0.301662	0.307409	0.291937	0.319998	0.333693	0.30228	0.320589	0.290804	0.289322	0.550293	0.618879	0.637785	0.635289	0.636872	0.541469	0.510612	0.510775	0.471203	0.535384	1	0.634115	0.596434	0.284324	0.287491	0.248189	0.43012	0.290274	0.274959	0.309215	0.34522	0.476334	0.574825	0.501045	0.42581	0.427958	0.446663	0.245091	0.285921	0.289978	0.291341	0.277339	0.281601	0.301316	0.296234	0.283759	0.303056	0.325195	0.294824	0.285568	0.286733	0.267614	0.286733	0.327661	0.32804	0.333811	0.332181	0.299876	0.298464	0.29513	0.29588	0.301553	0.294466	0.295157	0.293724	0.295047	0.289022	0.299737	0.294801	0.295061	0.298413	0.297493	0.300306	0.37887	0.379074	0.374929	0.376452	0.385948	0.371204	0.375692	0.376093	0.38766	0.376215	0.379801	0.384577	0.389084	0.37404	0.312539	0.168739	0.364615	0.326019	0.365498	0.353734	0.311977	0.359196	0.293598	0.303494	0.306659	0.264018	0.30216	0.305664	0.304885	0.302838	0.298174	0.308499	0.303531	0.306425	0.306289	0.277288	0.267406	0.30286	0.303261	0.30447	0.303792	0.305407	0.305933	0.305683	0.300695	0.303618	0.305567	0.301327	0.307615	0.30218	0.303478	0.323179	0.305365	0.296812	0.317688	0.310472	0.314403	0.31014	0.305696	0.303442	0.306306	0.307653	0.30269	0.2995	0.309082	0.267972
SRR14618111	0.399913	0.36943	0.285029	0.314687	0.309697	0.285352	0.262043	0.304634	0.281611	0.30783	0.305668	0.323549	0.402221	0.399038	0.396637	0.40064	0.395931	0.398368	0.393961	0.395957	0.402434	0.394255	0.394076	0.393987	0.395918	0.396511	0.404865	0.318636	0.305773	0.303338	0.326619	0.313592	0.314317	0.321232	0.307655	0.308986	0.305941	0.304123	0.308171	0.301705	0.323329	0.305179	0.303835	0.309049	0.294399	0.322373	0.334845	0.30466	0.323648	0.293407	0.291848	0.553156	0.616479	0.635055	0.639593	0.634585	0.546569	0.514414	0.512908	0.473761	0.537315	0.634115	1	0.610732	0.286749	0.289187	0.249752	0.431166	0.293474	0.277087	0.311014	0.347019	0.476847	0.574449	0.50563	0.427832	0.430358	0.449164	0.246453	0.287392	0.29099	0.293206	0.279822	0.284315	0.304029	0.299698	0.286545	0.306428	0.327426	0.297791	0.288029	0.288765	0.27009	0.288765	0.329879	0.330509	0.336657	0.334018	0.302315	0.301511	0.298119	0.299012	0.304699	0.297675	0.298109	0.296601	0.297823	0.29149	0.303013	0.297702	0.297978	0.301528	0.300638	0.303277	0.380277	0.381492	0.376452	0.377764	0.38799	0.372563	0.377672	0.377949	0.390522	0.37812	0.380804	0.387624	0.391553	0.375672	0.315584	0.170417	0.365037	0.329061	0.367873	0.356228	0.314099	0.361501	0.296395	0.306715	0.309918	0.267607	0.305491	0.309097	0.308114	0.306192	0.301408	0.312106	0.306978	0.309571	0.30941	0.280089	0.268754	0.306164	0.306591	0.307994	0.307313	0.30881	0.309476	0.308833	0.303897	0.306957	0.30894	0.304509	0.3111	0.30541	0.306562	0.326935	0.308869	0.300094	0.321293	0.313643	0.317718	0.313344	0.309109	0.307103	0.31005	0.310705	0.305976	0.302655	0.312758	0.269296
SRR5891919	0.402614	0.372378	0.284957	0.318662	0.312051	0.288044	0.266048	0.309005	0.285735	0.311584	0.309861	0.326457	0.401219	0.39698	0.39466	0.399965	0.392589	0.39659	0.390788	0.392595	0.402997	0.391346	0.390388	0.391187	0.392752	0.393831	0.401728	0.324194	0.305041	0.302527	0.325478	0.313006	0.314421	0.321879	0.306938	0.308533	0.305183	0.302952	0.306978	0.300926	0.324359	0.306915	0.303227	0.313901	0.29785	0.326511	0.339143	0.306285	0.327201	0.296815	0.295874	0.537772	0.596699	0.606192	0.598403	0.600285	0.53714	0.502344	0.505769	0.468792	0.526391	0.596434	0.610732	1	0.288375	0.292572	0.253133	0.425647	0.292487	0.277042	0.310139	0.346794	0.469778	0.557865	0.491032	0.425679	0.428693	0.446275	0.246236	0.286772	0.291602	0.292262	0.284004	0.287383	0.308501	0.301815	0.288828	0.312227	0.331224	0.301491	0.289923	0.29119	0.273829	0.29119	0.328149	0.329173	0.335578	0.333172	0.301515	0.30092	0.297303	0.298127	0.304628	0.296963	0.297193	0.295406	0.296618	0.290239	0.302884	0.296825	0.297077	0.301126	0.300078	0.302547	0.37791	0.379235	0.373952	0.376036	0.384147	0.369954	0.375626	0.37619	0.387409	0.375086	0.377506	0.386319	0.389526	0.373021	0.319023	0.171123	0.362382	0.33468	0.370654	0.357736	0.31814	0.360141	0.301178	0.311167	0.314896	0.272482	0.310762	0.314032	0.312847	0.31088	0.305258	0.31758	0.312053	0.313963	0.31387	0.285202	0.273541	0.311181	0.311357	0.312868	0.311994	0.313468	0.314493	0.313963	0.308611	0.311242	0.313751	0.309405	0.316042	0.31027	0.310869	0.3319	0.313484	0.30495	0.326293	0.318831	0.32307	0.318437	0.314114	0.311766	0.314671	0.315954	0.310444	0.307831	0.317506	0.27237
SRR10741171	0.27589	0.275792	0.260041	0.281728	0.284588	0.28093	0.295997	0.279223	0.266103	0.27914	0.285451	0.283531	0.281562	0.277179	0.276197	0.27962	0.274038	0.27596	0.272802	0.274063	0.284095	0.274065	0.272162	0.273576	0.275484	0.274096	0.280654	0.303058	0.281199	0.279108	0.293736	0.285647	0.286762	0.291564	0.282419	0.284022	0.282045	0.280484	0.282007	0.278435	0.291925	0.273547	0.28063	0.266733	0.286804	0.323928	0.266157	0.281442	0.28527	0.270035	0.271426	0.290302	0.28744	0.286475	0.285471	0.289291	0.290121	0.28401	0.287092	0.270477	0.293338	0.284324	0.286749	0.288375	1	0.29381	0.487688	0.262524	0.259147	0.241392	0.272041	0.26539	0.270939	0.292924	0.27826	0.272084	0.274908	0.280194	0.244243	0.252112	0.247963	0.253414	0.330232	0.384996	0.337	0.549449	0.649294	0.288857	0.33199	0.745253	0.444636	0.468222	0.378211	0.468222	0.272515	0.273711	0.277969	0.276076	0.279032	0.267927	0.265646	0.266214	0.270198	0.264918	0.26569	0.264549	0.264793	0.260964	0.269112	0.265406	0.265663	0.26836	0.266846	0.269801	0.274584	0.276802	0.272936	0.273206	0.280649	0.273053	0.275056	0.2754	0.279924	0.27319	0.273675	0.280547	0.28474	0.273969	0.280512	0.150137	0.272623	0.299885	0.278393	0.271816	0.310788	0.270215	0.300378	0.298021	0.304203	0.244592	0.304459	0.308932	0.306117	0.300508	0.297426	0.312485	0.309658	0.302743	0.30296	0.289329	0.296838	0.305061	0.315404	0.302161	0.305681	0.300692	0.303916	0.304228	0.299738	0.297516	0.302583	0.301407	0.301348	0.303646	0.299314	0.314288	0.308095	0.299382	0.303255	0.30005	0.301249	0.29985	0.30336	0.304466	0.30229	0.297664	0.297369	0.29723	0.305272	0.233375
SRR10741172	0.286044	0.300871	0.309126	0.271965	0.265853	0.254222	0.299693	0.285565	0.275057	0.280217	0.290679	0.281529	0.287538	0.285654	0.283949	0.287048	0.281682	0.284095	0.281696	0.282666	0.289856	0.282363	0.280027	0.282306	0.283164	0.281915	0.287021	0.325556	0.261327	0.259388	0.271113	0.264673	0.267578	0.271516	0.262536	0.263307	0.26125	0.25957	0.261804	0.258333	0.272022	0.256083	0.259922	0.294319	0.289838	0.299761	0.292222	0.262185	0.283897	0.274333	0.277353	0.294186	0.290248	0.290342	0.287937	0.291725	0.294866	0.290995	0.290394	0.272554	0.295604	0.287491	0.289187	0.292572	0.29381	1	0.293536	0.270233	0.242927	0.244461	0.26206	0.283124	0.280492	0.296058	0.280887	0.282205	0.284455	0.287814	0.222363	0.243896	0.250399	0.24631	0.32063	0.306236	0.351322	0.277248	0.282583	0.308946	0.29	0.299443	0.290113	0.295718	0.300365	0.295718	0.26896	0.269728	0.273609	0.271371	0.258624	0.247702	0.245235	0.245655	0.249592	0.244563	0.245044	0.243707	0.24424	0.241196	0.248837	0.24472	0.244932	0.247547	0.246867	0.249062	0.294543	0.294481	0.294272	0.293253	0.298251	0.295082	0.296695	0.297235	0.298013	0.291401	0.291901	0.298465	0.301657	0.294503	0.280073	0.14493	0.307191	0.297684	0.308848	0.306467	0.295613	0.300129	0.327095	0.326245	0.335318	0.254556	0.334215	0.337191	0.337173	0.333985	0.331417	0.345889	0.34442	0.335413	0.335546	0.324379	0.335861	0.335386	0.345697	0.340247	0.342034	0.332054	0.333196	0.342449	0.337534	0.325584	0.343631	0.335465	0.335047	0.334545	0.33003	0.341592	0.337761	0.328044	0.32205	0.324604	0.323283	0.320426	0.333559	0.33527	0.337865	0.326999	0.332053	0.325743	0.338603	0.246531
SRR11078313	0.244264	0.242586	0.233933	0.247243	0.247867	0.246502	0.306314	0.261198	0.258126	0.259766	0.270273	0.257974	0.247074	0.24441	0.243338	0.246057	0.241156	0.243207	0.240739	0.242096	0.248155	0.2418	0.240364	0.241808	0.242834	0.241587	0.246531	0.2983	0.245042	0.243559	0.25281	0.247801	0.249931	0.25254	0.245951	0.246382	0.245099	0.243748	0.245155	0.242904	0.252209	0.236599	0.244248	0.251327	0.27964	0.287036	0.241736	0.244174	0.260042	0.253901	0.257116	0.252537	0.250621	0.249821	0.248925	0.251675	0.252465	0.248681	0.24907	0.234143	0.25407	0.248189	0.249752	0.253133	0.487688	0.293536	1	0.235081	0.225758	0.215097	0.239976	0.23704	0.239354	0.25437	0.245451	0.240835	0.243049	0.246161	0.217405	0.223958	0.220793	0.224884	0.335486	0.371477	0.333113	0.368041	0.422031	0.281425	0.29413	0.461164	0.38127	0.394321	0.40046	0.394321	0.239712	0.240597	0.243806	0.243008	0.243053	0.230443	0.228605	0.228892	0.232234	0.228009	0.228523	0.227684	0.227776	0.225275	0.231423	0.228273	0.228471	0.230758	0.230136	0.231961	0.240185	0.241544	0.239031	0.23906	0.244188	0.23909	0.240531	0.241207	0.244917	0.239435	0.240542	0.245244	0.247292	0.239554	0.257404	0.133333	0.238204	0.275403	0.245713	0.243131	0.28128	0.236315	0.30121	0.296623	0.304683	0.228588	0.314142	0.313593	0.311955	0.301295	0.301329	0.32092	0.320793	0.302632	0.302758	0.301282	0.310655	0.305797	0.325124	0.300244	0.311698	0.299826	0.302265	0.30617	0.301453	0.2955	0.30219	0.302833	0.29971	0.307677	0.301308	0.308424	0.310448	0.304224	0.297348	0.298366	0.297705	0.297684	0.30236	0.302452	0.302574	0.299061	0.297606	0.305273	0.305373	0.213456
SRR14617983	0.348217	0.322393	0.272663	0.281172	0.278308	0.259418	0.245984	0.272634	0.256096	0.276869	0.275025	0.285475	0.345478	0.346949	0.345188	0.347809	0.343664	0.346286	0.343708	0.345703	0.344182	0.344321	0.343443	0.344731	0.345485	0.344887	0.348565	0.281754	0.274827	0.273373	0.288042	0.280497	0.281728	0.286237	0.276196	0.277265	0.27513	0.273385	0.275962	0.271827	0.287021	0.269761	0.273834	0.290065	0.267418	0.298086	0.303593	0.274113	0.286762	0.263411	0.263388	0.435141	0.433659	0.43206	0.433227	0.426828	0.435202	0.4221	0.403683	0.373974	0.421945	0.43012	0.431166	0.425647	0.262524	0.270233	0.235081	1	0.263292	0.257239	0.283463	0.318352	0.405638	0.45154	0.456994	0.375446	0.376065	0.382938	0.229016	0.263602	0.268591	0.267757	0.257361	0.260511	0.278531	0.26534	0.258497	0.27479	0.29972	0.270204	0.263033	0.263589	0.250629	0.263589	0.295263	0.295279	0.29979	0.298023	0.271834	0.264512	0.262035	0.262736	0.266582	0.261573	0.261544	0.260435	0.261238	0.257127	0.265608	0.261534	0.261725	0.264335	0.264084	0.266002	0.330539	0.330919	0.327515	0.328619	0.331043	0.323882	0.326352	0.328059	0.335417	0.329376	0.332472	0.334903	0.333163	0.32567	0.28022	0.151051	0.316161	0.296194	0.324798	0.315403	0.291702	0.317326	0.267181	0.2735	0.276215	0.23417	0.272382	0.275069	0.274346	0.273103	0.26861	0.277581	0.273516	0.275426	0.275389	0.253691	0.25468	0.273275	0.273071	0.274267	0.273558	0.274966	0.275239	0.275416	0.271484	0.273381	0.275062	0.272075	0.276939	0.272644	0.273302	0.288147	0.274508	0.268357	0.28325	0.277609	0.280791	0.2775	0.275232	0.273918	0.275753	0.275641	0.272872	0.270391	0.277727	0.257102
